frn,firm_name,obs_date,y,ch_number,status,status_date,n_permissions,client_money,business_type
226243,Linkstone Capital Limited,2023-01-01,0,04636752,No longer authorised,07/04/2026,0,,Regulated
226243,Linkstone Capital Limited,2024-01-01,0,04636752,No longer authorised,07/04/2026,0,,Regulated
226244,ALBEMARLE ASSET MANAGEMENT LIMITED,2016-01-01,0,04745029,Authorised,06/11/2003,6,Not hold and not control client money,Regulated
226244,ALBEMARLE ASSET MANAGEMENT LIMITED,2017-01-01,0,04745029,Authorised,06/11/2003,6,Not hold and not control client money,Regulated
226244,ALBEMARLE ASSET MANAGEMENT LIMITED,2018-01-01,0,04745029,Authorised,06/11/2003,6,Not hold and not control client money,Regulated
226244,ALBEMARLE ASSET MANAGEMENT LIMITED,2019-01-01,0,04745029,Authorised,06/11/2003,6,Not hold and not control client money,Regulated
226244,ALBEMARLE ASSET MANAGEMENT LIMITED,2020-01-01,0,04745029,Authorised,06/11/2003,6,Not hold and not control client money,Regulated
226244,ALBEMARLE ASSET MANAGEMENT LIMITED,2021-01-01,0,04745029,Authorised,06/11/2003,6,Not hold and not control client money,Regulated
226244,ALBEMARLE ASSET MANAGEMENT LIMITED,2022-01-01,0,04745029,Authorised,06/11/2003,6,Not hold and not control client money,Regulated
226244,ALBEMARLE ASSET MANAGEMENT LIMITED,2023-01-01,0,04745029,Authorised,06/11/2003,6,Not hold and not control client money,Regulated
226244,ALBEMARLE ASSET MANAGEMENT LIMITED,2024-01-01,0,04745029,Authorised,06/11/2003,6,Not hold and not control client money,Regulated
226249,ELCOT CAPITAL MANAGEMENT LIMITED,2016-01-01,0,04795146,Authorised,28/11/2003,3,Not hold and not control client money,Regulated
226249,ELCOT CAPITAL MANAGEMENT LIMITED,2017-01-01,0,04795146,Authorised,28/11/2003,3,Not hold and not control client money,Regulated
226249,ELCOT CAPITAL MANAGEMENT LIMITED,2018-01-01,0,04795146,Authorised,28/11/2003,3,Not hold and not control client money,Regulated
226249,ELCOT CAPITAL MANAGEMENT LIMITED,2019-01-01,0,04795146,Authorised,28/11/2003,3,Not hold and not control client money,Regulated
226249,ELCOT CAPITAL MANAGEMENT LIMITED,2020-01-01,0,04795146,Authorised,28/11/2003,3,Not hold and not control client money,Regulated
226249,ELCOT CAPITAL MANAGEMENT LIMITED,2021-01-01,0,04795146,Authorised,28/11/2003,3,Not hold and not control client money,Regulated
226249,ELCOT CAPITAL MANAGEMENT LIMITED,2022-01-01,0,04795146,Authorised,28/11/2003,3,Not hold and not control client money,Regulated
226249,ELCOT CAPITAL MANAGEMENT LIMITED,2023-01-01,0,04795146,Authorised,28/11/2003,3,Not hold and not control client money,Regulated
226249,ELCOT CAPITAL MANAGEMENT LIMITED,2024-01-01,0,04795146,Authorised,28/11/2003,3,Not hold and not control client money,Regulated
226263,HENCILLA CANWORTH LIMITED,2016-01-01,0,01593283,Authorised - applied to cancel,21/10/2003,14,Not hold and not control client money,Regulated
226263,HENCILLA CANWORTH LIMITED,2017-01-01,0,01593283,Authorised - applied to cancel,21/10/2003,14,Not hold and not control client money,Regulated
226263,HENCILLA CANWORTH LIMITED,2018-01-01,0,01593283,Authorised - applied to cancel,21/10/2003,14,Not hold and not control client money,Regulated
226263,HENCILLA CANWORTH LIMITED,2019-01-01,0,01593283,Authorised - applied to cancel,21/10/2003,14,Not hold and not control client money,Regulated
226263,HENCILLA CANWORTH LIMITED,2020-01-01,0,01593283,Authorised - applied to cancel,21/10/2003,14,Not hold and not control client money,Regulated
226263,HENCILLA CANWORTH LIMITED,2021-01-01,0,01593283,Authorised - applied to cancel,21/10/2003,14,Not hold and not control client money,Regulated
226263,HENCILLA CANWORTH LIMITED,2022-01-01,0,01593283,Authorised - applied to cancel,21/10/2003,14,Not hold and not control client money,Regulated
226263,HENCILLA CANWORTH LIMITED,2023-01-01,0,01593283,Authorised - applied to cancel,21/10/2003,14,Not hold and not control client money,Regulated
226263,HENCILLA CANWORTH LIMITED,2024-01-01,0,01593283,Authorised - applied to cancel,21/10/2003,14,Not hold and not control client money,Regulated
226271,Conversion Capital Partners Limited,2016-01-01,0,04802649,No longer authorised,10/10/2022,0,,Regulated
226271,Conversion Capital Partners Limited,2017-01-01,0,04802649,No longer authorised,10/10/2022,0,,Regulated
226271,Conversion Capital Partners Limited,2018-01-01,0,04802649,No longer authorised,10/10/2022,0,,Regulated
226271,Conversion Capital Partners Limited,2019-01-01,0,04802649,No longer authorised,10/10/2022,0,,Regulated
226271,Conversion Capital Partners Limited,2020-01-01,0,04802649,No longer authorised,10/10/2022,0,,Regulated
226271,Conversion Capital Partners Limited,2021-01-01,0,04802649,No longer authorised,10/10/2022,0,,Regulated
226271,Conversion Capital Partners Limited,2022-01-01,0,04802649,No longer authorised,10/10/2022,0,,Regulated
226284,Northern Trust Global Services SE,2016-01-01,0,SE000121,No longer authorised,19/03/2019,0,,Regulated
226284,Northern Trust Global Services SE,2017-01-01,0,SE000121,No longer authorised,19/03/2019,0,,Regulated
226284,Northern Trust Global Services SE,2018-01-01,0,SE000121,No longer authorised,19/03/2019,0,,Regulated
226284,Northern Trust Global Services SE,2019-01-01,0,SE000121,No longer authorised,19/03/2019,0,,Regulated
226338,Charlwood IFA Limited,2016-01-01,0,04820268,Authorised,01/09/2003,9,Not hold and not control client money,Regulated
226338,Charlwood IFA Limited,2017-01-01,0,04820268,Authorised,01/09/2003,9,Not hold and not control client money,Regulated
226338,Charlwood IFA Limited,2018-01-01,0,04820268,Authorised,01/09/2003,9,Not hold and not control client money,Regulated
226338,Charlwood IFA Limited,2019-01-01,0,04820268,Authorised,01/09/2003,9,Not hold and not control client money,Regulated
226338,Charlwood IFA Limited,2020-01-01,0,04820268,Authorised,01/09/2003,9,Not hold and not control client money,Regulated
226338,Charlwood IFA Limited,2021-01-01,0,04820268,Authorised,01/09/2003,9,Not hold and not control client money,Regulated
226338,Charlwood IFA Limited,2022-01-01,0,04820268,Authorised,01/09/2003,9,Not hold and not control client money,Regulated
226338,Charlwood IFA Limited,2023-01-01,0,04820268,Authorised,01/09/2003,9,Not hold and not control client money,Regulated
226338,Charlwood IFA Limited,2024-01-01,0,04820268,Authorised,01/09/2003,9,Not hold and not control client money,Regulated
226344,Walker Crips Investment Management Limited,2016-01-01,0,04774117,Authorised,05/04/2004,11,Hold and control client money,Regulated
226344,Walker Crips Investment Management Limited,2017-01-01,0,04774117,Authorised,05/04/2004,11,Hold and control client money,Regulated
226344,Walker Crips Investment Management Limited,2018-01-01,0,04774117,Authorised,05/04/2004,11,Hold and control client money,Regulated
226344,Walker Crips Investment Management Limited,2019-01-01,0,04774117,Authorised,05/04/2004,11,Hold and control client money,Regulated
226344,Walker Crips Investment Management Limited,2020-01-01,0,04774117,Authorised,05/04/2004,11,Hold and control client money,Regulated
226344,Walker Crips Investment Management Limited,2021-01-01,0,04774117,Authorised,05/04/2004,11,Hold and control client money,Regulated
226344,Walker Crips Investment Management Limited,2022-01-01,0,04774117,Authorised,05/04/2004,11,Hold and control client money,Regulated
226344,Walker Crips Investment Management Limited,2023-01-01,0,04774117,Authorised,05/04/2004,11,Hold and control client money,Regulated
226344,Walker Crips Investment Management Limited,2024-01-01,0,04774117,Authorised,05/04/2004,11,Hold and control client money,Regulated
226348,WALLACE NICHOLS FINANCIAL SERVICES LIMITED,2016-01-01,0,03933028,Authorised,18/12/2003,15,Not hold and not control client money,Regulated
226348,WALLACE NICHOLS FINANCIAL SERVICES LIMITED,2017-01-01,0,03933028,Authorised,18/12/2003,15,Not hold and not control client money,Regulated
226348,WALLACE NICHOLS FINANCIAL SERVICES LIMITED,2018-01-01,0,03933028,Authorised,18/12/2003,15,Not hold and not control client money,Regulated
226348,WALLACE NICHOLS FINANCIAL SERVICES LIMITED,2019-01-01,0,03933028,Authorised,18/12/2003,15,Not hold and not control client money,Regulated
226348,WALLACE NICHOLS FINANCIAL SERVICES LIMITED,2020-01-01,0,03933028,Authorised,18/12/2003,15,Not hold and not control client money,Regulated
226348,WALLACE NICHOLS FINANCIAL SERVICES LIMITED,2021-01-01,0,03933028,Authorised,18/12/2003,15,Not hold and not control client money,Regulated
226348,WALLACE NICHOLS FINANCIAL SERVICES LIMITED,2022-01-01,0,03933028,Authorised,18/12/2003,15,Not hold and not control client money,Regulated
226348,WALLACE NICHOLS FINANCIAL SERVICES LIMITED,2023-01-01,0,03933028,Authorised,18/12/2003,15,Not hold and not control client money,Regulated
226348,WALLACE NICHOLS FINANCIAL SERVICES LIMITED,2024-01-01,0,03933028,Authorised,18/12/2003,15,Not hold and not control client money,Regulated
226351,Axxis Financial Planning Ltd,2016-01-01,0,04726785,Authorised,04/11/2003,19,Not hold and not control client money,Regulated
226351,Axxis Financial Planning Ltd,2017-01-01,0,04726785,Authorised,04/11/2003,19,Not hold and not control client money,Regulated
226351,Axxis Financial Planning Ltd,2018-01-01,0,04726785,Authorised,04/11/2003,19,Not hold and not control client money,Regulated
226351,Axxis Financial Planning Ltd,2019-01-01,0,04726785,Authorised,04/11/2003,19,Not hold and not control client money,Regulated
226351,Axxis Financial Planning Ltd,2020-01-01,0,04726785,Authorised,04/11/2003,19,Not hold and not control client money,Regulated
226351,Axxis Financial Planning Ltd,2021-01-01,0,04726785,Authorised,04/11/2003,19,Not hold and not control client money,Regulated
226351,Axxis Financial Planning Ltd,2022-01-01,0,04726785,Authorised,04/11/2003,19,Not hold and not control client money,Regulated
226351,Axxis Financial Planning Ltd,2023-01-01,0,04726785,Authorised,04/11/2003,19,Not hold and not control client money,Regulated
226351,Axxis Financial Planning Ltd,2024-01-01,0,04726785,Authorised,04/11/2003,19,Not hold and not control client money,Regulated
226353,KML Financial Services Limited,2016-01-01,0,04693009,Authorised,29/08/2003,16,Not hold and not control client money,Regulated
226353,KML Financial Services Limited,2017-01-01,0,04693009,Authorised,29/08/2003,16,Not hold and not control client money,Regulated
226353,KML Financial Services Limited,2018-01-01,0,04693009,Authorised,29/08/2003,16,Not hold and not control client money,Regulated
226353,KML Financial Services Limited,2019-01-01,0,04693009,Authorised,29/08/2003,16,Not hold and not control client money,Regulated
226353,KML Financial Services Limited,2020-01-01,0,04693009,Authorised,29/08/2003,16,Not hold and not control client money,Regulated
226353,KML Financial Services Limited,2021-01-01,0,04693009,Authorised,29/08/2003,16,Not hold and not control client money,Regulated
226353,KML Financial Services Limited,2022-01-01,0,04693009,Authorised,29/08/2003,16,Not hold and not control client money,Regulated
226353,KML Financial Services Limited,2023-01-01,0,04693009,Authorised,29/08/2003,16,Not hold and not control client money,Regulated
226353,KML Financial Services Limited,2024-01-01,0,04693009,Authorised,29/08/2003,16,Not hold and not control client money,Regulated
226354,T K WHITE & CO LIMITED,2016-01-01,0,04760891,Authorised,01/09/2003,14,Not hold and not control client money,Regulated
226354,T K WHITE & CO LIMITED,2017-01-01,0,04760891,Authorised,01/09/2003,14,Not hold and not control client money,Regulated
226354,T K WHITE & CO LIMITED,2018-01-01,0,04760891,Authorised,01/09/2003,14,Not hold and not control client money,Regulated
226354,T K WHITE & CO LIMITED,2019-01-01,0,04760891,Authorised,01/09/2003,14,Not hold and not control client money,Regulated
226354,T K WHITE & CO LIMITED,2020-01-01,0,04760891,Authorised,01/09/2003,14,Not hold and not control client money,Regulated
226354,T K WHITE & CO LIMITED,2021-01-01,0,04760891,Authorised,01/09/2003,14,Not hold and not control client money,Regulated
226354,T K WHITE & CO LIMITED,2022-01-01,0,04760891,Authorised,01/09/2003,14,Not hold and not control client money,Regulated
226354,T K WHITE & CO LIMITED,2023-01-01,0,04760891,Authorised,01/09/2003,14,Not hold and not control client money,Regulated
226354,T K WHITE & CO LIMITED,2024-01-01,0,04760891,Authorised,01/09/2003,14,Not hold and not control client money,Regulated
226367,NS Asset Management LLP,2016-01-01,0,OC305006,No longer authorised,24/10/2018,0,,Regulated
226367,NS Asset Management LLP,2017-01-01,0,OC305006,No longer authorised,24/10/2018,0,,Regulated
226367,NS Asset Management LLP,2018-01-01,0,OC305006,No longer authorised,24/10/2018,0,,Regulated
226375,HIA International Limited,2016-01-01,0,03295978,No longer authorised,28/09/2022,0,,Regulated
226375,HIA International Limited,2017-01-01,0,03295978,No longer authorised,28/09/2022,0,,Regulated
226375,HIA International Limited,2018-01-01,0,03295978,No longer authorised,28/09/2022,0,,Regulated
226375,HIA International Limited,2019-01-01,0,03295978,No longer authorised,28/09/2022,0,,Regulated
226375,HIA International Limited,2020-01-01,0,03295978,No longer authorised,28/09/2022,0,,Regulated
226375,HIA International Limited,2021-01-01,0,03295978,No longer authorised,28/09/2022,0,,Regulated
226375,HIA International Limited,2022-01-01,0,03295978,No longer authorised,28/09/2022,0,,Regulated
226391,McArthur Smith Financial Management Ltd,2016-01-01,0,SC221244,Authorised,05/01/2004,16,Not hold and not control client money,Regulated
226391,McArthur Smith Financial Management Ltd,2017-01-01,0,SC221244,Authorised,05/01/2004,16,Not hold and not control client money,Regulated
226391,McArthur Smith Financial Management Ltd,2018-01-01,0,SC221244,Authorised,05/01/2004,16,Not hold and not control client money,Regulated
226391,McArthur Smith Financial Management Ltd,2019-01-01,0,SC221244,Authorised,05/01/2004,16,Not hold and not control client money,Regulated
226391,McArthur Smith Financial Management Ltd,2020-01-01,0,SC221244,Authorised,05/01/2004,16,Not hold and not control client money,Regulated
226391,McArthur Smith Financial Management Ltd,2021-01-01,0,SC221244,Authorised,05/01/2004,16,Not hold and not control client money,Regulated
226391,McArthur Smith Financial Management Ltd,2022-01-01,0,SC221244,Authorised,05/01/2004,16,Not hold and not control client money,Regulated
226391,McArthur Smith Financial Management Ltd,2023-01-01,0,SC221244,Authorised,05/01/2004,16,Not hold and not control client money,Regulated
226391,McArthur Smith Financial Management Ltd,2024-01-01,0,SC221244,Authorised,05/01/2004,16,Not hold and not control client money,Regulated
226392,Titan Private Wealth Limited,2016-01-01,0,04731281,Authorised,26/09/2003,13,Hold and control client money,Regulated
226392,Titan Private Wealth Limited,2017-01-01,0,04731281,Authorised,26/09/2003,13,Hold and control client money,Regulated
226392,Titan Private Wealth Limited,2018-01-01,0,04731281,Authorised,26/09/2003,13,Hold and control client money,Regulated
226392,Titan Private Wealth Limited,2019-01-01,0,04731281,Authorised,26/09/2003,13,Hold and control client money,Regulated
226392,Titan Private Wealth Limited,2020-01-01,0,04731281,Authorised,26/09/2003,13,Hold and control client money,Regulated
226392,Titan Private Wealth Limited,2021-01-01,0,04731281,Authorised,26/09/2003,13,Hold and control client money,Regulated
226392,Titan Private Wealth Limited,2022-01-01,0,04731281,Authorised,26/09/2003,13,Hold and control client money,Regulated
226392,Titan Private Wealth Limited,2023-01-01,0,04731281,Authorised,26/09/2003,13,Hold and control client money,Regulated
226392,Titan Private Wealth Limited,2024-01-01,0,04731281,Authorised,26/09/2003,13,Hold and control client money,Regulated
226494,MAB Partners LLP,2016-01-01,0,OC304340,No longer authorised,03/07/2021,0,,Regulated
226494,MAB Partners LLP,2017-01-01,0,OC304340,No longer authorised,03/07/2021,0,,Regulated
226494,MAB Partners LLP,2018-01-01,0,OC304340,No longer authorised,03/07/2021,0,,Regulated
226494,MAB Partners LLP,2019-01-01,0,OC304340,No longer authorised,03/07/2021,0,,Regulated
226494,MAB Partners LLP,2020-01-01,0,OC304340,No longer authorised,03/07/2021,0,,Regulated
226494,MAB Partners LLP,2021-01-01,0,OC304340,No longer authorised,03/07/2021,0,,Regulated
226552,BMBF (Bluewater Investments) Limited,2016-01-01,0,03025063,Registered,20/06/2008,0,,3MLD
226552,BMBF (Bluewater Investments) Limited,2017-01-01,0,03025063,Registered,20/06/2008,0,,3MLD
226552,BMBF (Bluewater Investments) Limited,2018-01-01,0,03025063,Registered,20/06/2008,0,,3MLD
226552,BMBF (Bluewater Investments) Limited,2019-01-01,0,03025063,Registered,20/06/2008,0,,3MLD
226552,BMBF (Bluewater Investments) Limited,2020-01-01,0,03025063,Registered,20/06/2008,0,,3MLD
226552,BMBF (Bluewater Investments) Limited,2021-01-01,0,03025063,Registered,20/06/2008,0,,3MLD
226552,BMBF (Bluewater Investments) Limited,2022-01-01,0,03025063,Registered,20/06/2008,0,,3MLD
226552,BMBF (Bluewater Investments) Limited,2023-01-01,0,03025063,Registered,20/06/2008,0,,3MLD
226552,BMBF (Bluewater Investments) Limited,2024-01-01,0,03025063,Registered,20/06/2008,0,,3MLD
226558,Prudent Wealth Management Limited,2016-01-01,0,SC234814,No longer authorised,26/07/2024,0,,Regulated
226558,Prudent Wealth Management Limited,2017-01-01,0,SC234814,No longer authorised,26/07/2024,0,,Regulated
226558,Prudent Wealth Management Limited,2018-01-01,0,SC234814,No longer authorised,26/07/2024,0,,Regulated
226558,Prudent Wealth Management Limited,2019-01-01,0,SC234814,No longer authorised,26/07/2024,0,,Regulated
226558,Prudent Wealth Management Limited,2020-01-01,0,SC234814,No longer authorised,26/07/2024,0,,Regulated
226558,Prudent Wealth Management Limited,2021-01-01,0,SC234814,No longer authorised,26/07/2024,0,,Regulated
226558,Prudent Wealth Management Limited,2022-01-01,0,SC234814,No longer authorised,26/07/2024,0,,Regulated
226558,Prudent Wealth Management Limited,2023-01-01,0,SC234814,No longer authorised,26/07/2024,0,,Regulated
226558,Prudent Wealth Management Limited,2024-01-01,0,SC234814,No longer authorised,26/07/2024,0,,Regulated
226605,Mercantile Leasing Company (No. 132) Limited,2016-01-01,0,02895722,Registered,21/07/2003,0,,3MLD
226605,Mercantile Leasing Company (No. 132) Limited,2017-01-01,0,02895722,Registered,21/07/2003,0,,3MLD
226605,Mercantile Leasing Company (No. 132) Limited,2018-01-01,0,02895722,Registered,21/07/2003,0,,3MLD
226605,Mercantile Leasing Company (No. 132) Limited,2019-01-01,0,02895722,Registered,21/07/2003,0,,3MLD
226605,Mercantile Leasing Company (No. 132) Limited,2020-01-01,0,02895722,Registered,21/07/2003,0,,3MLD
226605,Mercantile Leasing Company (No. 132) Limited,2021-01-01,0,02895722,Registered,21/07/2003,0,,3MLD
226605,Mercantile Leasing Company (No. 132) Limited,2022-01-01,0,02895722,Registered,21/07/2003,0,,3MLD
226605,Mercantile Leasing Company (No. 132) Limited,2023-01-01,0,02895722,Registered,21/07/2003,0,,3MLD
226605,Mercantile Leasing Company (No. 132) Limited,2024-01-01,0,02895722,Registered,21/07/2003,0,,3MLD
226609,Mercantile Leasing Company (No. 144) Limited,2016-01-01,0,02895736,Registered,23/06/2008,0,,3MLD
226609,Mercantile Leasing Company (No. 144) Limited,2017-01-01,0,02895736,Registered,23/06/2008,0,,3MLD
226609,Mercantile Leasing Company (No. 144) Limited,2018-01-01,0,02895736,Registered,23/06/2008,0,,3MLD
226609,Mercantile Leasing Company (No. 144) Limited,2019-01-01,0,02895736,Registered,23/06/2008,0,,3MLD
226609,Mercantile Leasing Company (No. 144) Limited,2020-01-01,0,02895736,Registered,23/06/2008,0,,3MLD
226609,Mercantile Leasing Company (No. 144) Limited,2021-01-01,0,02895736,Registered,23/06/2008,0,,3MLD
226609,Mercantile Leasing Company (No. 144) Limited,2022-01-01,0,02895736,Registered,23/06/2008,0,,3MLD
226609,Mercantile Leasing Company (No. 144) Limited,2023-01-01,0,02895736,Registered,23/06/2008,0,,3MLD
226609,Mercantile Leasing Company (No. 144) Limited,2024-01-01,0,02895736,Registered,23/06/2008,0,,3MLD
226615,Dunhams Financial Planning Limited,2016-01-01,0,02243612,Authorised,25/11/2003,7,Not hold and not control client money,Regulated
226615,Dunhams Financial Planning Limited,2017-01-01,0,02243612,Authorised,25/11/2003,7,Not hold and not control client money,Regulated
226615,Dunhams Financial Planning Limited,2018-01-01,0,02243612,Authorised,25/11/2003,7,Not hold and not control client money,Regulated
226615,Dunhams Financial Planning Limited,2019-01-01,0,02243612,Authorised,25/11/2003,7,Not hold and not control client money,Regulated
226615,Dunhams Financial Planning Limited,2020-01-01,0,02243612,Authorised,25/11/2003,7,Not hold and not control client money,Regulated
226615,Dunhams Financial Planning Limited,2021-01-01,0,02243612,Authorised,25/11/2003,7,Not hold and not control client money,Regulated
226615,Dunhams Financial Planning Limited,2022-01-01,0,02243612,Authorised,25/11/2003,7,Not hold and not control client money,Regulated
226615,Dunhams Financial Planning Limited,2023-01-01,0,02243612,Authorised,25/11/2003,7,Not hold and not control client money,Regulated
226615,Dunhams Financial Planning Limited,2024-01-01,0,02243612,Authorised,25/11/2003,7,Not hold and not control client money,Regulated
226676,PFPtime Ltd,2016-01-01,0,4047197,No longer authorised,08/03/2016,0,,Regulated
226696,AmTrust Syndicates Limited,2016-01-01,0,04434499,No longer authorised,03/07/2024,0,,Regulated
226696,AmTrust Syndicates Limited,2017-01-01,0,04434499,No longer authorised,03/07/2024,0,,Regulated
226696,AmTrust Syndicates Limited,2018-01-01,0,04434499,No longer authorised,03/07/2024,0,,Regulated
226696,AmTrust Syndicates Limited,2019-01-01,0,04434499,No longer authorised,03/07/2024,0,,Regulated
226696,AmTrust Syndicates Limited,2020-01-01,0,04434499,No longer authorised,03/07/2024,0,,Regulated
226696,AmTrust Syndicates Limited,2021-01-01,0,04434499,No longer authorised,03/07/2024,0,,Regulated
226696,AmTrust Syndicates Limited,2022-01-01,0,04434499,No longer authorised,03/07/2024,0,,Regulated
226696,AmTrust Syndicates Limited,2023-01-01,0,04434499,No longer authorised,03/07/2024,0,,Regulated
226696,AmTrust Syndicates Limited,2024-01-01,0,04434499,No longer authorised,03/07/2024,0,,Regulated
226701,Silver Planet Life Investment Taxation Solutions Ltd,2016-01-01,0,04230412,No longer authorised,16/04/2021,0,,Regulated
226701,Silver Planet Life Investment Taxation Solutions Ltd,2017-01-01,0,04230412,No longer authorised,16/04/2021,0,,Regulated
226701,Silver Planet Life Investment Taxation Solutions Ltd,2018-01-01,0,04230412,No longer authorised,16/04/2021,0,,Regulated
226701,Silver Planet Life Investment Taxation Solutions Ltd,2019-01-01,0,04230412,No longer authorised,16/04/2021,0,,Regulated
226701,Silver Planet Life Investment Taxation Solutions Ltd,2020-01-01,0,04230412,No longer authorised,16/04/2021,0,,Regulated
226701,Silver Planet Life Investment Taxation Solutions Ltd,2021-01-01,0,04230412,No longer authorised,16/04/2021,0,,Regulated
226748,IFA.1 LIMITED,2016-01-01,0,04730952,Authorised,23/09/2003,15,Not hold and not control client money,Regulated
226748,IFA.1 LIMITED,2017-01-01,0,04730952,Authorised,23/09/2003,15,Not hold and not control client money,Regulated
226748,IFA.1 LIMITED,2018-01-01,0,04730952,Authorised,23/09/2003,15,Not hold and not control client money,Regulated
226748,IFA.1 LIMITED,2019-01-01,0,04730952,Authorised,23/09/2003,15,Not hold and not control client money,Regulated
226748,IFA.1 LIMITED,2020-01-01,0,04730952,Authorised,23/09/2003,15,Not hold and not control client money,Regulated
226748,IFA.1 LIMITED,2021-01-01,0,04730952,Authorised,23/09/2003,15,Not hold and not control client money,Regulated
226748,IFA.1 LIMITED,2022-01-01,0,04730952,Authorised,23/09/2003,15,Not hold and not control client money,Regulated
226748,IFA.1 LIMITED,2023-01-01,0,04730952,Authorised,23/09/2003,15,Not hold and not control client money,Regulated
226748,IFA.1 LIMITED,2024-01-01,0,04730952,Authorised,23/09/2003,15,Not hold and not control client money,Regulated
226749,Kingfisher Finance Limited,2016-01-01,0,04789095,Authorised,05/09/2003,15,Not hold and not control client money,Regulated
226749,Kingfisher Finance Limited,2017-01-01,0,04789095,Authorised,05/09/2003,15,Not hold and not control client money,Regulated
226749,Kingfisher Finance Limited,2018-01-01,0,04789095,Authorised,05/09/2003,15,Not hold and not control client money,Regulated
226749,Kingfisher Finance Limited,2019-01-01,0,04789095,Authorised,05/09/2003,15,Not hold and not control client money,Regulated
226749,Kingfisher Finance Limited,2020-01-01,0,04789095,Authorised,05/09/2003,15,Not hold and not control client money,Regulated
226749,Kingfisher Finance Limited,2021-01-01,0,04789095,Authorised,05/09/2003,15,Not hold and not control client money,Regulated
226749,Kingfisher Finance Limited,2022-01-01,0,04789095,Authorised,05/09/2003,15,Not hold and not control client money,Regulated
226749,Kingfisher Finance Limited,2023-01-01,0,04789095,Authorised,05/09/2003,15,Not hold and not control client money,Regulated
226749,Kingfisher Finance Limited,2024-01-01,0,04789095,Authorised,05/09/2003,15,Not hold and not control client money,Regulated
226779,The Independent Advice Bureau Limited,2016-01-01,0,04804178,Authorised,01/10/2003,12,Not hold and not control client money,Regulated
226779,The Independent Advice Bureau Limited,2017-01-01,0,04804178,Authorised,01/10/2003,12,Not hold and not control client money,Regulated
226779,The Independent Advice Bureau Limited,2018-01-01,0,04804178,Authorised,01/10/2003,12,Not hold and not control client money,Regulated
226779,The Independent Advice Bureau Limited,2019-01-01,0,04804178,Authorised,01/10/2003,12,Not hold and not control client money,Regulated
226779,The Independent Advice Bureau Limited,2020-01-01,0,04804178,Authorised,01/10/2003,12,Not hold and not control client money,Regulated
226779,The Independent Advice Bureau Limited,2021-01-01,0,04804178,Authorised,01/10/2003,12,Not hold and not control client money,Regulated
226779,The Independent Advice Bureau Limited,2022-01-01,0,04804178,Authorised,01/10/2003,12,Not hold and not control client money,Regulated
226779,The Independent Advice Bureau Limited,2023-01-01,0,04804178,Authorised,01/10/2003,12,Not hold and not control client money,Regulated
226779,The Independent Advice Bureau Limited,2024-01-01,0,04804178,Authorised,01/10/2003,12,Not hold and not control client money,Regulated
226918,MATTHEW DOUGLAS LIMITED,2016-01-01,0,04777743,Authorised,14/10/2003,15,Not hold and not control client money,Regulated
226918,MATTHEW DOUGLAS LIMITED,2017-01-01,0,04777743,Authorised,14/10/2003,15,Not hold and not control client money,Regulated
226918,MATTHEW DOUGLAS LIMITED,2018-01-01,0,04777743,Authorised,14/10/2003,15,Not hold and not control client money,Regulated
226918,MATTHEW DOUGLAS LIMITED,2019-01-01,0,04777743,Authorised,14/10/2003,15,Not hold and not control client money,Regulated
226918,MATTHEW DOUGLAS LIMITED,2020-01-01,0,04777743,Authorised,14/10/2003,15,Not hold and not control client money,Regulated
226918,MATTHEW DOUGLAS LIMITED,2021-01-01,0,04777743,Authorised,14/10/2003,15,Not hold and not control client money,Regulated
226918,MATTHEW DOUGLAS LIMITED,2022-01-01,0,04777743,Authorised,14/10/2003,15,Not hold and not control client money,Regulated
226918,MATTHEW DOUGLAS LIMITED,2023-01-01,0,04777743,Authorised,14/10/2003,15,Not hold and not control client money,Regulated
226918,MATTHEW DOUGLAS LIMITED,2024-01-01,0,04777743,Authorised,14/10/2003,15,Not hold and not control client money,Regulated
226955,AJH Financial Services Ltd,2016-01-01,0,03898187,Authorised,13/11/2003,6,Not hold and not control client money,Regulated
226955,AJH Financial Services Ltd,2017-01-01,0,03898187,Authorised,13/11/2003,6,Not hold and not control client money,Regulated
226955,AJH Financial Services Ltd,2018-01-01,0,03898187,Authorised,13/11/2003,6,Not hold and not control client money,Regulated
226955,AJH Financial Services Ltd,2019-01-01,0,03898187,Authorised,13/11/2003,6,Not hold and not control client money,Regulated
226955,AJH Financial Services Ltd,2020-01-01,0,03898187,Authorised,13/11/2003,6,Not hold and not control client money,Regulated
226955,AJH Financial Services Ltd,2021-01-01,0,03898187,Authorised,13/11/2003,6,Not hold and not control client money,Regulated
226955,AJH Financial Services Ltd,2022-01-01,0,03898187,Authorised,13/11/2003,6,Not hold and not control client money,Regulated
226955,AJH Financial Services Ltd,2023-01-01,0,03898187,Authorised,13/11/2003,6,Not hold and not control client money,Regulated
226955,AJH Financial Services Ltd,2024-01-01,0,03898187,Authorised,13/11/2003,6,Not hold and not control client money,Regulated
226962,Alternative Capital Sources Ltd,2016-01-01,0,04669013,No longer authorised,19/05/2021,0,,Regulated
226962,Alternative Capital Sources Ltd,2017-01-01,0,04669013,No longer authorised,19/05/2021,0,,Regulated
226962,Alternative Capital Sources Ltd,2018-01-01,0,04669013,No longer authorised,19/05/2021,0,,Regulated
